,Year,State,Age,Population,NumberAgencies,TotalAll,TotalTraffick,TotalNonTraffickSex,TotalProperty,TotalViolent,CommercialSex,CommercialSexAct,InvoluntaryServitude,Rape,Sex,AggravatedAssault,AllOther,Arson,Assault,Burglary,CarTheft,CurfewLoitering,DisorderlyConduct,DrugAbuse,Drunkenness,DUI,Embezzlement,FamilyChildren,ForgeryCounterfeit,Fraud,Gambling,Larceny,LiquorLaws,MurderManslaughter,Robbery,StolenProperty,Suspicion,Vagrancy,Vandalism,Weapons
1047,2017,RHODE ISLAND,Under 18,943094,41,2218,0,36,373,109,0,0,0,16,20,54,314,15,406,87,20,11,422,111,0,5,3,27,3,16,0,251,68,1,38,37,0,0,188,105
1048,2017,RHODE ISLAND,Total all ages,0,0,22707,832,153,2458,864,71,768,64,77,76,627,7365,26,3638,533,126,11,1979,1792,0,1788,102,62,74,425,9,1773,394,10,150,287,0,1,932,379
1049,2017,RHODE ISLAND,Over 18,0,0,20489,832,117,2085,755,71,768,64,61,56,573,7051,11,3232,446,106,0,1557,1681,0,1783,99,35,71,409,9,1522,326,9,112,250,0,1,744,274
1050,2018,RHODE ISLAND,Under 18,1057315,48,2373,64,24,406,121,0,64,0,13,11,64,396,4,441,70,30,18,552,104,0,2,3,25,1,16,0,302,21,0,44,33,0,0,138,85
1051,2018,RHODE ISLAND,Total all ages,0,0,25996,960,159,2660,954,63,896,64,77,82,679,8518,12,4169,498,158,18,2269,2049,11,2423,75,74,125,551,4,1992,337,4,194,352,0,0,915,347
1052,2018,RHODE ISLAND,Over 18,0,0,23623,896,135,2254,833,63,832,64,64,71,615,8122,8,3728,428,128,0,1717,1945,11,2421,72,49,124,535,4,1690,316,4,150,319,0,0,777,262
1053,2019,RHODE ISLAND,Under 18,1059361,48,2176,0,26,340,100,0,0,0,19,7,54,300,17,407,72,24,14,511,112,0,6,6,11,2,12,0,227,29,2,25,40,0,0,189,90
1054,2019,RHODE ISLAND,Total all ages,0,0,25403,851,193,2512,907,43,595,256,106,87,684,8357,45,4056,486,138,14,2249,1866,28,2483,109,77,160,594,5,1843,278,10,107,275,0,4,936,363
1055,2019,RHODE ISLAND,Over 18,0,0,23227,851,167,2172,807,43,595,256,87,80,630,8057,28,3649,414,114,0,1738,1754,28,2477,103,66,158,582,5,1616,249,8,82,235,0,4,747,273
1056,2020,RHODE ISLAND,Under 18,1041521,45,1300,0,16,221,69,0,0,0,11,5,44,235,12,197,33,42,18,214,66,0,5,1,17,2,8,0,134,48,1,13,51,0,0,92,51
1057,2020,RHODE ISLAND,Total all ages,0,0,19266,192,126,1741,967,8,192,0,71,55,786,6015,34,3247,384,150,18,1583,1392,21,1977,46,56,93,213,2,1173,428,15,95,259,0,0,816,329
1058,2020,RHODE ISLAND,Over 18,0,0,17966,192,110,1520,898,8,192,0,60,50,742,5780,22,3050,351,108,0,1369,1326,21,1972,45,39,91,205,2,1039,380,14,82,208,0,0,724,278
1059,2021,RHODE ISLAND,Under 18,1094546,46,1539,0,15,173,89,0,0,0,13,2,59,304,13,267,55,44,12,259,78,0,9,1,20,4,5,0,61,61,0,17,32,0,0,143,80
1060,2021,RHODE ISLAND,Total all ages,0,0,21800,296,142,1550,873,4,296,0,80,62,693,7420,29,3366,350,164,12,1545,1637,0,2799,49,91,117,252,1,1007,402,14,86,264,0,0,879,477
1061,2021,RHODE ISLAND,Over 18,0,0,20261,296,127,1377,784,4,296,0,67,60,634,7116,16,3099,295,120,0,1286,1559,0,2790,48,71,113,247,1,946,341,14,69,232,0,0,736,397
1062,2013,SOUTH CAROLINA,Under 18,4599031,261,15418,0,149,4277,656,6,0,0,62,87,374,1749,32,2468,729,103,24,2139,2079,74,99,3,17,11,69,0,3413,532,33,187,184,0,0,507,437
1063,2013,SOUTH CAROLINA,Total all ages,0,0,181016,0,800,30727,7607,473,0,0,347,453,5645,26847,142,19673,4460,726,24,14052,28838,9519,18919,364,1480,1508,4692,102,25399,7855,295,1320,2251,0,581,3018,2033
1064,2013,SOUTH CAROLINA,Over 18,0,0,165598,0,651,26450,6951,467,0,0,285,366,5271,25098,110,17205,3731,623,0,11913,26759,9445,18820,361,1463,1497,4623,102,21986,7323,262,1133,2067,0,581,2511,1596
1065,2014,SOUTH CAROLINA,Under 18,4184786,225,13059,0,116,3398,570,3,0,0,47,69,306,1730,38,2072,519,74,30,1715,1826,67,54,13,11,19,59,0,2767,440,20,197,177,0,0,465,341
1066,2014,SOUTH CAROLINA,Total all ages,0,0,157253,0,681,26158,6693,608,0,0,312,369,4946,26850,123,17356,3489,701,30,11374,26720,9112,11226,391,1338,1349,3835,102,21845,6790,224,1211,1859,0,633,2679,1781
1067,2014,SOUTH CAROLINA,Over 18,0,0,144194,0,565,22760,6123,605,0,0,265,300,4640,25120,85,15284,2970,627,0,9659,24894,9045,11172,378,1327,1330,3776,102,19078,6350,204,1014,1682,0,633,2214,1440
1068,2015,SOUTH CAROLINA,Under 18,4085854,415,12374,0,85,3361,497,10,0,0,43,42,265,1582,27,2010,483,97,23,1434,1757,68,90,7,7,8,55,6,2754,396,23,166,165,0,0,522,334
1069,2015,SOUTH CAROLINA,Total all ages,0,0,151136,989,593,24120,6061,561,746,243,295,298,4509,26480,105,16051,3066,721,23,9044,25666,7721,16272,363,1189,1182,3079,122,20228,6216,248,1009,1754,0,504,2678,1752
1070,2015,SOUTH CAROLINA,Over 18,0,0,138762,989,508,20759,5564,551,746,243,252,256,4244,24898,78,14041,2583,624,0,7610,23909,7653,16182,356,1182,1174,3024,116,17474,5820,225,843,1589,0,504,2156,1418
1071,2016,SOUTH CAROLINA,Under 18,4794988,434,12987,128,126,3308,682,7,128,0,63,63,326,1649,22,2116,614,145,31,1447,2080,71,90,9,8,11,74,3,2527,286,35,258,162,0,0,456,434
1072,2016,SOUTH CAROLINA,Total all ages,0,0,158298,1458,730,24138,6929,578,1138,320,411,319,5025,29522,121,16445,3385,968,31,8738,30020,6956,15947,325,1237,1130,3452,51,19664,5014,293,1200,1996,0,425,2794,2251
1073,2016,SOUTH CAROLINA,Over 18,0,0,145311,1330,604,20830,6247,571,1010,320,348,256,4699,27873,99,14329,2771,823,0,7291,27940,6885,15857,316,1229,1119,3378,48,17137,4728,258,942,1834,0,425,2338,1817
1074,2017,SOUTH CAROLINA,Under 18,3920047,346,12279,0,125,2881,616,5,0,0,69,56,316,1525,17,2162,537,143,32,1318,2090,69,93,17,8,13,68,0,2184,297,17,214,143,0,0,451,435
1075,2017,SOUTH CAROLINA,Total all ages,0,0,153573,1907,673,23848,6500,381,1651,256,378,295,4736,28868,101,14146,3149,1006,32,8330,32266,6113,15446,358,1139,1138,3200,39,19592,4239,253,1133,1952,0,484,2552,2247
1076,2017,SOUTH CAROLINA,Over 18,0,0,141294,1907,548,20967,5884,376,1651,256,309,239,4420,27343,84,11984,2612,863,0,7012,30176,6044,15353,341,1131,1125,3132,39,17408,3942,236,919,1809,0,484,2101,1812
1077,2018,SOUTH CAROLINA,Under 18,4408967,373,10803,0,154,2328,616,1,0,0,106,48,303,1377,33,1969,455,148,33,1103,1957,64,69,21,11,8,50,0,1692,283,28,179,151,0,0,299,415
1078,2018,SOUTH CAROLINA,Total all ages,0,0,152664,816,816,22900,6970,285,752,64,532,284,4942,25517,136,15413,3116,1070,33,8101,34105,5722,15188,348,1167,1115,3333,70,18578,4092,287,1209,2366,0,588,2473,2594
1079,2018,SOUTH CAROLINA,Over 18,0,0,141861,816,662,20572,6354,284,752,64,426,236,4639,24140,103,13444,2661,922,0,6998,32148,5658,15119,327,1156,1107,3283,70,16886,3809,259,1030,2215,0,588,2174,2179
1080,2019,SOUTH CAROLINA,Under 18,4344727,254,9403,0,129,1918,582,0,0,0,86,43,315,1189,21,2227,369,133,11,865,1375,58,36,12,10,12,50,0,1395,169,21,160,123,0,0,334,389
1081,2019,SOUTH CAROLINA,Total all ages,0,0,136075,1713,702,22443,6625,269,1585,128,439,263,4878,23944,107,14931,2815,1006,11,7939,29084,5307,7796,400,927,1121,3125,47,18515,3730,298,1010,2201,0,562,2644,2706
1082,2019,SOUTH CAROLINA,Over 18,0,0,126672,1713,573,20525,6043,269,1585,128,353,220,4563,22755,86,12704,2446,873,0,7074,27709,5249,7760,388,917,1109,3075,47,17120,3561,277,850,2078,0,562,2310,2317
1083,2020,SOUTH CAROLINA,Under 18,4367377,240,5416,0,93,1181,485,1,0,0,64,29,235,687,15,974,268,103,26,287,826,30,42,14,8,4,42,0,795,95,39,147,123,0,0,294,268
1084,2020,SOUTH CAROLINA,Total all ages,0,0,122532,1572,609,18917,6630,167,1201,371,385,224,4974,21136,120,13720,2556,1033,26,7031,25577,3121,10521,203,753,798,2332,23,15208,3077,359,912,2336,0,432,2594,2914
1085,2020,SOUTH CAROLINA,Over 18,0,0,117116,1572,516,17736,6145,166,1201,371,321,195,4739,20449,105,12746,2288,930,0,6744,24751,3091,10479,189,745,794,2290,23,14413,2982,320,765,2213,0,432,2300,2646
1086,2021,SOUTH CAROLINA,Under 18,4731543,178,6970,0,101,980,536,0,0,0,60,41,294,870,8,1935,172,114,16,476,987,0,25,6,16,6,42,0,686,151,35,147,133,0,0,325,425
1087,2021,SOUTH CAROLINA,Total all ages,0,0,119278,1635,683,15932,6834,60,1379,256,424,259,5154,26641,115,14954,2346,1082,16,6472,25233,0,7037,187,812,737,2086,49,12389,3103,444,812,2214,0,375,2836,3441
1088,2021,SOUTH CAROLINA,Over 18,0,0,112308,1635,582,14952,6298,60,1379,256,364,218,4860,25771,107,13019,2174,968,0,5996,24246,0,7012,181,796,731,2044,49,11703,2952,409,665,2081,0,375,2511,3016
1089,2013,SOUTH DAKOTA,Under 18,777314,112,4868,0,19,892,66,1,0,0,2,17,62,702,11,400,93,55,167,243,813,3,80,5,123,0,42,0,733,1058,1,1,32,0,0,181,43
1090,2013,SOUTH DAKOTA,Total all ages,0,0,35061,0,102,3301,780,67,0,0,33,69,700,6863,20,3542,357,161,167,2038,5382,85,6328,29,329,95,649,7,2763,4242,12,35,102,0,290,517,179
1091,2013,SOUTH DAKOTA,Over 18,0,0,30193,0,83,2409,714,66,0,0,31,52,638,6161,9,3142,264,106,0,1795,4569,82,6248,24,206,95,607,7,2030,3184,11,34,70,0,290,336,136
1092,2014,SOUTH DAKOTA,Under 18,761716,120,4363,0,24,920,75,0,0,0,8,16,59,574,7,390,85,40,79,340,781,9,56,10,148,0,62,0,788,719,0,8,30,0,0,125,29
1093,2014,SOUTH DAKOTA,Total all ages,0,0,35375,0,100,3565,866,51,0,0,51,49,747,8031,27,3631,309,130,79,2285,5406,111,5990,35,367,75,627,0,3099,3100,9,59,90,0,420,452,145
1094,2014,SOUTH DAKOTA,Over 18,0,0,31012,0,76,2645,791,51,0,0,43,33,688,7457,20,3241,224,90,0,1945,4625,102,5934,25,219,75,565,0,2311,2381,9,51,60,0,420,327,116
1095,2015,SOUTH DAKOTA,Under 18,790395,117,4982,0,23,856,61,0,0,0,8,15,43,737,11,485,85,64,123,400,948,12,88,7,135,2,59,0,696,835,1,9,27,0,1,160,31
1096,2015,SOUTH DAKOTA,Total all ages,0,0,48048,0,116,3638,1190,50,0,0,52,64,1054,10316,27,4222,283,210,123,2895,7058,4833,7305,34,500,70,725,1,3118,3757,17,67,111,0,430,516,210
1097,2015,SOUTH DAKOTA,Over 18,0,0,43066,0,93,2782,1129,50,0,0,44,49,1011,9579,16,3737,198,146,0,2495,6110,4821,7217,27,365,68,666,1,2422,2922,16,58,84,0,429,356,179
1098,2016,SOUTH DAKOTA,Under 18,789651,107,5016,0,16,1000,106,1,0,0,3,13,92,786,5,492,103,122,120,330,847,14,77,8,388,2,44,0,770,569,0,11,35,0,0,135,49
1099,2016,SOUTH DAKOTA,Total all ages,0,0,47214,0,97,3554,1291,26,0,0,44,53,1167,12126,16,4447,352,289,120,2454,7912,2538,7196,38,766,96,664,0,2897,2596,23,57,177,3,436,466,255
1100,2016,SOUTH DAKOTA,Over 18,0,0,42198,0,81,2554,1185,25,0,0,41,40,1075,11340,11,3955,249,167,0,2124,7065,2524,7119,30,378,94,620,0,2127,2027,23,46,142,3,436,331,206
1101,2017,SOUTH DAKOTA,Under 18,729800,75,6656,0,36,809,131,0,0,0,8,28,109,1247,4,544,108,106,171,576,979,220,88,2,653,5,53,0,591,804,1,13,49,11,1,211,74
1102,2017,SOUTH DAKOTA,Total all ages,0,0,63625,192,171,3283,1748,33,192,0,79,92,1565,15720,15,4931,445,311,171,3596,8900,6939,8164,37,2361,102,731,1,2512,4999,16,88,225,69,565,624,334
1103,2017,SOUTH DAKOTA,Over 18,0,0,56969,192,135,2474,1617,33,192,0,71,64,1456,14473,11,4387,337,205,0,3020,7921,6719,8076,35,1708,97,678,1,1921,4195,15,75,176,58,564,413,260
1104,2018,SOUTH DAKOTA,Under 18,816012,114,4886,0,18,657,92,0,0,0,8,10,66,1010,7,689,89,55,75,408,819,0,51,4,242,2,63,0,506,447,1,17,26,0,0,196,95
1105,2018,SOUTH DAKOTA,Total all ages,0,0,44268,64,94,2866,1046,15,64,0,43,51,920,14077,23,4451,294,201,75,2409,8108,99,5891,31,490,124,816,1,2348,2164,11,72,152,0,616,536,250
1106,2018,SOUTH DAKOTA,Over 18,0,0,39382,64,76,2209,954,15,64,0,35,41,854,13067,16,3762,205,146,0,2001,7289,99,5840,27,248,122,753,1,1842,1717,10,55,126,0,616,340,155
1107,2019,SOUTH DAKOTA,Under 18,816216,106,4791,0,24,546,112,0,0,0,9,15,88,986,6,657,48,79,62,476,754,3,60,4,237,2,51,0,413,516,2,13,47,0,0,156,107
1108,2019,SOUTH DAKOTA,Total all ages,0,0,44252,128,104,2656,1138,19,128,0,56,48,1010,14688,15,4801,285,278,62,2525,7926,116,5522,24,583,162,777,1,2078,1581,15,57,179,0,628,537,279
1109,2019,SOUTH DAKOTA,Over 18,0,0,39461,128,80,2110,1026,19,128,0,47,33,922,13702,9,4144,237,199,0,2049,7172,113,5462,20,346,160,726,1,1665,1065,13,44,132,0,628,381,172
1110,2020,SOUTH DAKOTA,Under 18,823677,117,3842,0,13,442,141,0,0,0,4,9,125,651,5,554,47,96,68,298,574,100,80,4,189,2,40,0,294,467,1,11,62,0,0,119,42
1111,2020,SOUTH DAKOTA,Total all ages,0,0,48621,128,86,2364,1974,5,128,0,35,51,1847,11178,26,4974,299,383,68,2379,7298,6805,5980,18,1038,124,576,1,1656,2210,24,68,256,2,559,489,272
1112,2020,SOUTH DAKOTA,Over 18,0,0,44779,128,73,1922,1833,5,128,0,31,42,1722,10527,21,4420,252,287,0,2081,6724,6705,5900,14,849,122,536,1,1362,1743,23,57,194,2,559,370,230
1113,2021,SOUTH DAKOTA,Under 18,679305,61,3542,0,20,227,106,3,0,0,7,13,92,843,11,452,20,43,20,559,449,0,107,3,220,0,17,0,153,306,0,7,21,0,0,108,88
1114,2021,SOUTH DAKOTA,Total all ages,0,0,44544,466,78,1194,1175,8,466,0,37,41,1085,18870,22,3969,191,248,20,3390,5402,0,6143,11,812,128,550,3,733,1405,9,44,152,0,598,352,321
1115,2021,SOUTH DAKOTA,Over 18,0,0,41002,466,58,967,1069,5,466,0,30,28,993,18027,11,3517,171,205,0,2831,4953,0,6036,8,592,128,533,3,580,1099,9,37,131,0,598,244,233
1116,2013,TENNESSEE,Under 18,6413655,454,28585,0,243,5878,1705,4,0,0,80,163,1179,5371,43,5087,1060,265,1870,2476,2780,237,118,8,57,54,137,52,4510,782,13,433,61,0,0,1246,499
1117,2013,TENNESSEE,Total all ages,0,0,371938,256,1152,45903,17896,1507,256,0,353,799,14993,142087,198,32477,6715,1927,1870,9598,46923,17612,26276,727,3146,1940,7165,344,37063,7191,361,2189,701,0,26,4399,3351
1118,2013,TENNESSEE,Over 18,0,0,343353,256,909,40025,16191,1503,256,0,273,636,13814,136716,155,27390,5655,1662,0,7122,44143,17375,26158,719,3089,1886,7028,292,32553,6409,348,1756,640,0,26,3153,2852
1119,2014,TENNESSEE,Under 18,6410225,460,25985,0,185,5380,1689,0,0,0,73,112,1214,4814,63,4554,858,284,1541,2269,2460,172,174,17,75,53,172,29,4175,922,21,381,69,0,0,1014,469
1120,2014,TENNESSEE,Total all ages,0,0,358850,2122,972,44517,17122,1369,2058,64,352,620,14393,140631,236,31152,5947,2124,1541,8442,41493,17348,26657,763,3393,1692,6666,189,36210,6907,309,2068,744,0,7,4626,2971
1121,2014,TENNESSEE,Over 18,0,0,332865,2122,787,39137,15433,1369,2058,64,279,508,13179,135817,173,26598,5089,1840,0,6173,39033,17176,26483,746,3318,1639,6494,160,32035,5985,288,1687,675,0,7,3612,2502
1122,2015,TENNESSEE,Under 18,6339882,423,24113,0,194,4807,1596,0,0,0,73,121,1103,4349,38,4240,813,326,1686,1990,2294,180,112,17,56,57,130,32,3630,633,39,381,75,0,0,1312,426
1123,2015,TENNESSEE,Total all ages,0,0,335281,2521,994,42241,16399,1272,2329,192,340,654,13842,132133,129,29779,5286,2213,1686,7184,38486,15927,23150,801,3829,1833,6065,143,34613,5577,311,1906,797,0,10,4843,2472
1124,2015,TENNESSEE,Over 18,0,0,311168,2521,800,37434,14803,1272,2329,192,267,533,12739,127784,91,25539,4473,1887,0,5194,36192,15747,23038,784,3773,1776,5935,111,30983,4944,272,1525,722,0,10,3531,2046
1125,2016,TENNESSEE,Under 18,6454266,455,22110,0,158,4060,1401,0,0,0,42,116,974,4080,58,4106,815,421,1235,1912,2501,141,143,4,55,45,142,39,2766,586,21,364,117,0,0,1036,391
1126,2016,TENNESSEE,Total all ages,0,0,339280,2998,859,37897,16142,1161,2998,0,291,568,13614,139365,184,29825,5322,2606,1235,7079,44185,14029,22563,707,4036,1876,5797,170,29785,4278,301,1936,1038,0,25,4563,2741
1127,2016,TENNESSEE,Over 18,0,0,317170,2998,701,33837,14741,1161,2998,0,249,452,12640,135285,126,25719,4507,2185,0,5167,41684,13888,22420,703,3981,1831,5655,131,27019,3692,280,1572,921,0,25,3527,2350
1128,2017,TENNESSEE,Under 18,6505139,449,22282,64,182,4399,1459,0,64,0,49,133,958,3996,52,4118,754,573,1214,1793,2591,129,109,16,47,45,131,12,3020,532,30,422,133,0,0,1017,408
1129,2017,TENNESSEE,Total all ages,0,0,350912,4887,972,38394,14682,955,4696,191,351,621,12134,148599,180,32076,5143,3422,1214,6749,47826,15073,19495,664,4289,1802,5336,148,29649,3836,358,1839,1496,0,5,4571,3081
1130,2017,TENNESSEE,Over 18,0,0,328630,4823,790,33995,13223,955,4632,191,302,488,11176,144603,128,27958,4389,2849,0,4956,45235,14944,19386,648,4242,1757,5205,136,26629,3304,328,1417,1363,0,5,3554,2673
1131,2018,TENNESSEE,Under 18,6363426,437,19692,0,208,3843,1421,0,0,0,103,105,862,3517,23,3922,506,624,837,1422,2380,165,104,26,30,59,111,9,2690,394,46,410,147,0,0,777,423
1132,2018,TENNESSEE,Total all ages,0,0,330989,2414,980,38557,14353,527,2112,302,435,545,11741,134936,136,30862,4458,3822,837,5968,47876,13627,19108,716,4361,1690,5043,71,30141,3245,380,1797,1611,0,10,4177,2869
1133,2018,TENNESSEE,Over 18,0,0,311297,2414,772,34714,12932,527,2112,302,332,440,10879,131419,113,26940,3952,3198,0,4546,45496,13462,19004,690,4331,1631,4932,62,27451,2851,334,1387,1464,0,10,3400,2446
1134,2019,TENNESSEE,Under 18,6521263,450,19687,0,230,3717,1377,0,0,0,105,125,783,3902,39,4059,532,767,702,1403,2177,144,94,19,24,40,139,3,2379,362,28,461,122,0,0,843,435
1135,2019,TENNESSEE,Total all ages,0,0,321922,3185,1009,36938,14335,503,2929,256,461,548,11824,131990,155,31568,4621,4006,702,5678,45206,13034,18980,806,3268,1970,4907,54,28156,2957,363,1687,1519,0,10,4276,2673
1136,2019,TENNESSEE,Over 18,0,0,302235,3185,779,33221,12958,503,2929,256,356,423,11041,128088,116,27509,4089,3239,0,4275,43029,12890,18886,787,3244,1930,4768,51,25777,2595,335,1226,1397,0,10,3433,2238
1137,2020,TENNESSEE,Under 18,6075815,443,12090,0,114,2463,885,0,0,0,49,65,550,2336,21,2412,347,659,442,576,1415,79,103,16,17,12,76,2,1436,210,19,267,109,0,0,578,294
1138,2020,TENNESSEE,Total all ages,0,0,235233,3008,719,30012,12729,297,2752,256,307,412,10740,82047,144,25563,3988,3687,442,3962,37188,8884,17040,437,1703,1311,3533,31,22193,1633,340,1342,1705,0,9,3769,2526
1139,2020,TENNESSEE,Over 18,0,0,223143,3008,605,27549,11844,297,2752,256,258,347,10190,79711,123,23151,3641,3028,0,3386,35773,8805,16937,421,1686,1299,3457,29,20757,1423,321,1075,1596,0,9,3191,2232
1140,2021,TENNESSEE,Under 18,6716048,273,14622,0,151,1746,989,0,0,0,53,98,651,3393,26,3506,256,515,387,918,1792,0,100,22,18,17,96,1,949,221,33,252,156,0,0,696,466
1141,2021,TENNESSEE,Total all ages,0,0,255863,6894,842,25096,13174,363,6766,128,361,481,11243,106302,175,27343,3748,3587,387,4379,41579,0,17916,399,2129,1376,3434,39,17586,1928,380,1190,1931,0,4,4117,3486
1142,2021,TENNESSEE,Over 18,0,0,241241,6894,691,23350,12185,363,6766,128,308,383,10592,102909,149,23837,3492,3072,0,3461,39787,0,17816,377,2111,1359,3338,38,16637,1707,347,938,1775,0,4,3421,3020
1143,2013,TEXAS,Under 18,25561086,889,85922,0,833,20849,3491,89,0,0,194,639,2050,15610,161,12809,3362,727,4087,7322,12304,1583,456,21,91,89,274,15,16599,2690,30,1217,105,0,134,2547,717
1144,2013,TEXAS,Total all ages,0,0,931814,0,5371,128617,29631,6597,0,0,1572,3799,20769,275472,491,99345,15671,4167,4087,20602,133711,92767,78352,439,5003,5302,9102,402,108288,17120,648,6642,840,0,906,9678,10042
1145,2013,TEXAS,Over 18,0,0,845892,0,4538,107768,26140,6508,0,0,1378,3160,18719,259862,330,86536,12309,3440,0,13280,121407,91184,77896,418,4912,5213,8828,387,91689,14430,618,5425,735,0,772,7131,9325
1146,2014,TEXAS,Under 18,26646809,984,71377,501,775,19029,3360,93,309,192,299,476,1943,13353,140,10747,2981,832,2948,2107,11719,1331,434,23,145,83,232,29,15076,1872,45,1073,198,0,155,2406,637
1147,2014,TEXAS,Total all ages,0,0,849887,12025,5459,122822,29135,4891,5109,6916,1912,3547,20518,248494,508,91686,14273,4494,2948,12141,135683,75764,70482,501,5207,4866,7817,593,103547,12931,710,5995,1079,0,1065,8989,9246
1148,2014,TEXAS,Over 18,0,0,778510,11524,4684,103793,25775,4798,4800,6724,1613,3071,18575,235141,368,80939,11292,3662,0,10034,123964,74433,70048,478,5062,4783,7585,564,88471,11059,665,4922,881,0,910,6583,8609
1149,2015,TEXAS,Under 18,26993502,965,68279,0,779,18754,3743,62,0,0,312,467,1908,12093,131,11751,2953,1135,2703,1906,10177,1112,384,42,121,107,242,25,14535,1436,52,1471,176,0,217,2035,726
1150,2015,TEXAS,Total all ages,0,0,808119,17864,5339,117371,31493,4987,6178,11686,2095,3244,21693,229365,454,95433,12895,5528,2703,9905,131851,68148,64971,659,4845,4844,6818,669,98494,9720,749,6956,952,0,800,8480,10861
1151,2015,TEXAS,Over 18,0,0,739840,17864,4560,98617,27750,4925,6178,11686,1783,2777,19785,217272,323,83682,9942,4393,0,7999,121674,67036,64587,617,4724,4737,6576,644,83959,8284,697,5485,776,0,583,6445,10135
1152,2016,TEXAS,Under 18,27089093,973,65539,128,806,14953,3938,53,128,0,375,431,2079,12532,107,12047,2590,1101,2479,1836,10612,1104,421,153,95,135,275,15,11155,1596,62,1422,181,0,61,1779,843
1153,2016,TEXAS,Total all ages,0,0,820979,16170,5316,95012,31989,4506,7842,8328,2311,3005,21733,247675,412,94190,12201,5795,2479,10520,140314,71819,67950,918,4264,4659,6515,490,76604,10928,889,7056,1057,0,2194,8120,12375
1154,2016,TEXAS,Over 18,0,0,755440,16042,4510,80059,28051,4453,7714,8328,1936,2574,19654,235143,305,82143,9611,4694,0,8684,129702,70715,67529,765,4169,4524,6240,475,65449,9332,827,5634,876,0,2133,6341,11532
1155,2017,TEXAS,Under 18,25980682,909,57417,1322,814,12398,3723,40,298,1024,355,459,1828,11516,103,10027,2156,995,2301,1284,9997,783,419,109,190,107,222,17,9144,1187,63,1477,192,0,30,1558,858
1156,2017,TEXAS,Total all ages,0,0,745719,21695,5051,78504,30372,4482,14267,7428,2247,2804,20767,218119,454,90763,10570,5093,2301,8477,136796,62434,64784,794,4005,4287,5764,355,62387,8775,839,6519,899,0,872,7178,12954
1157,2017,TEXAS,Over 18,0,0,688302,20373,4237,66106,26649,4442,13969,6404,1892,2345,18939,206603,351,80736,8414,4098,0,7193,126799,61651,64365,685,3815,4180,5542,338,53243,7588,776,5042,707,0,842,5620,12096
1158,2018,TEXAS,Under 18,26829159,876,55458,384,743,10127,3946,34,384,0,363,380,2274,11378,64,11680,1560,926,1645,1144,9893,567,349,36,153,121,320,15,7577,1072,67,1242,157,0,21,1525,895
1159,2018,TEXAS,Total all ages,0,0,729902,20968,4510,74627,34166,3987,17221,3747,2068,2442,25643,204684,403,92541,9009,4952,1645,7549,139188,54286,69643,447,3931,4332,6320,304,60263,8237,747,5708,862,0,497,7246,12968
1160,2018,TEXAS,Over 18,0,0,674444,20584,3767,64500,30220,3953,16837,3747,1705,2062,23369,193306,339,80861,7449,4026,0,6405,129295,53719,69294,411,3778,4211,6000,289,52686,7165,680,4466,705,0,476,5721,12073
1161,2019,TEXAS,Under 18,25983457,791,49409,631,601,9351,4400,22,368,263,330,271,2553,10101,94,10062,1414,1041,1221,960,8464,492,281,24,280,104,247,13,6802,916,79,1438,99,0,8,1354,739
1162,2019,TEXAS,Total all ages,0,0,624840,30335,3489,68132,33962,2999,22654,7681,1988,1501,25737,172833,428,73057,8256,5038,1221,6451,115658,44330,64161,305,3500,3808,6637,295,54410,6907,698,5539,718,1,501,6787,11076
1163,2019,TEXAS,Over 18,0,0,575431,29704,2888,58781,29562,2977,22286,7418,1658,1230,23184,162732,334,62995,6842,3997,0,5491,107194,43838,63880,281,3220,3704,6390,282,47608,5991,619,4101,619,1,493,5433,10337
1164,2020,TEXAS,Under 18,26746620,827,32451,896,401,6177,3117,12,384,512,253,148,1624,6938,65,6435,1063,996,1072,538,4297,318,405,12,165,55,180,4,4053,622,82,1158,97,0,5,1033,821
1165,2020,TEXAS,Total all ages,0,0,489316,32703,2705,53286,30678,1474,24063,8640,1656,1049,23012,119551,444,73456,7655,5637,1072,5245,82337,29367,55964,210,3124,2553,4706,155,39550,4647,923,5087,804,0,660,6062,12916
1166,2020,TEXAS,Over 18,0,0,456865,31807,2304,47109,27561,1462,23679,8128,1403,901,21388,112613,379,67021,6592,4641,0,4707,78040,29049,55559,198,2959,2498,4526,151,35497,4025,841,3929,707,0,655,5029,12095
1167,2021,TEXAS,Under 18,28232533,922,33195,1074,452,4498,3030,5,114,960,294,158,1683,8133,58,8090,704,870,456,707,4743,0,330,18,111,70,206,1,2866,543,132,921,95,0,0,922,1079
1168,2021,TEXAS,Total all ages,0,0,524958,34788,2623,51046,30998,1918,22827,11961,1758,865,23516,166967,538,80235,7241,6681,456,5474,83839,0,62233,211,2140,2045,5486,152,36586,4992,1108,4616,1015,0,710,7216,16960
1169,2021,TEXAS,Over 18,0,0,491763,33714,2171,46548,27968,1913,22713,11001,1464,707,21833,158834,480,72145,6537,5811,0,4767,79096,0,61903,193,2029,1975,5280,151,33720,4449,976,3695,920,0,710,6294,15881
1170,2013,UTAH,Under 18,2782447,124,17991,0,393,4062,257,8,0,0,46,347,160,4983,37,1531,241,100,936,1303,1716,137,85,3,19,13,58,0,3684,1168,1,50,142,0,29,974,220
